Area,Element,Item,Year,Unit,Value,Flag Description,Origin
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,2299.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,1656.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,1282.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,1560.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,1836.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,908.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2013,1000 US$,1.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,0.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,89.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,27.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,104.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,86.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,148.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2014,1000 US$,26.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,14.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,72.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,116.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,78.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,102.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2010,1000 US$,4.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2011,1000 US$,33.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2012,1000 US$,104.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,183.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2014,1000 US$,405.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,435.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,221.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,423.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,250.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2019,1000 US$,378.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2010,1000 US$,52.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2011,1000 US$,11.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2012,1000 US$,38.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2013,1000 US$,14.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2014,1000 US$,22.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2015,1000 US$,31.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2016,1000 US$,29.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2017,1000 US$,14.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2018,1000 US$,50.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2019,1000 US$,42.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2010,1000 US$,11.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2010,1000 US$,6468.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2011,1000 US$,4096.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2012,1000 US$,3027.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,4037.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2014,1000 US$,11580.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,7684.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,8517.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,10654.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,17758.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,21431.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,5.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,35050.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,36818.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,25060.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,27956.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,26422.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,21767.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,26417.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,39710.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,42828.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,38711.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2010,1000 US$,5218.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2011,1000 US$,4198.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2012,1000 US$,901.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2013,1000 US$,1580.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2014,1000 US$,2352.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,1245.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,1820.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,2499.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,2255.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2019,1000 US$,2248.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,3686.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,9112.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,7078.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,5893.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2014,1000 US$,8995.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,6290.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,4632.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,5380.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,4058.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,2631.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2010,1000 US$,3140.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2011,1000 US$,1479.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2012,1000 US$,2128.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,3601.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2014,1000 US$,1975.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,717.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,1133.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,962.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,3131.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2019,1000 US$,4173.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2010,1000 US$,3599.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2011,1000 US$,4714.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2012,1000 US$,4241.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2013,1000 US$,4512.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2014,1000 US$,4291.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2015,1000 US$,4607.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2016,1000 US$,3629.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2017,1000 US$,4752.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2018,1000 US$,6403.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2019,1000 US$,8151.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2010,1000 US$,31.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2011,1000 US$,24.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2012,1000 US$,86.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2013,1000 US$,471.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2014,1000 US$,53.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2017,1000 US$,72.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2018,1000 US$,74.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2019,1000 US$,116.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,2.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,2.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,262.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2011,1000 US$,285.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,974.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,931.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,1630.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,1975.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,1853.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,1753.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,1833.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,1591.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,1688.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,1400.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2010,1000 US$,1.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,1.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,5.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,36.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2012,1000 US$,1.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,1.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,15.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,6.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,8.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,5.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,2.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,25.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,41.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,47.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,60.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,103.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,99.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,202.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,398.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,964.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,2546.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,73.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,8.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,398.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,217.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,82.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,450.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,634.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,92.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,98.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,197.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,47.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,1.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2010,1000 US$,3.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,6.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,425.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,7.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,17.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2014,1000 US$,20.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,19.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,23.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,50.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,2.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2010,1000 US$,41.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2011,1000 US$,101.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,99.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,138.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,0.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2011,1000 US$,47.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2011,1000 US$,93.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2015,1000 US$,85.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2016,1000 US$,358.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2017,1000 US$,326.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2010,1000 US$,1452.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2011,1000 US$,1153.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2012,1000 US$,647.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,1132.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2014,1000 US$,1560.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,1059.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,1265.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,1718.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,2233.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,1229.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,5.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,117319.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,98649.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,77134.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,89322.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,92391.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,75819.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,75344.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,85049.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,82995.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,85843.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2010,1000 US$,263.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2011,1000 US$,199.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2014,1000 US$,368.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,39.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,129.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,365.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,424.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2019,1000 US$,661.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,13869.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,16087.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,12426.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,13371.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2014,1000 US$,15359.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,11955.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,4877.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,14091.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,9337.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,10208.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2010,1000 US$,7192.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2011,1000 US$,9013.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2012,1000 US$,3954.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,3687.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2014,1000 US$,4494.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,1531.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,908.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,2401.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,809.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2019,1000 US$,3071.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2010,1000 US$,29.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2011,1000 US$,9.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2012,1000 US$,8.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2013,1000 US$,7.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2015,1000 US$,57.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,2.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,391.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,117.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,280.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,561.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,185.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,1.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,227.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,257.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,4.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,724.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,0.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,5.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,26.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,299.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,2359.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,163.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,84.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,246.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,76.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,376.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,1086.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,858.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,150.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,61.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2014,1000 US$,24.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,15.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,31.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,25.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,31.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2019,1000 US$,40.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2012,1000 US$,333.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2010,1000 US$,25421.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2011,1000 US$,29106.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2012,1000 US$,28806.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2013,1000 US$,25546.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2014,1000 US$,25484.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2015,1000 US$,17518.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2016,1000 US$,16120.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2017,1000 US$,20114.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2018,1000 US$,20582.0,Official figure,Europe
Spain,Import Value,Butter of cow milk,2019,1000 US$,19935.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2010,1000 US$,2683.0,Official figure,Europe
Spain,Import Value,"Cheese from milk of sheep, fresh or processed",2011,1000 US$,1774.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2010,1000 US$,285364.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2011,1000 US$,302160.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2012,1000 US$,282388.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2013,1000 US$,302750.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2014,1000 US$,292370.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2015,1000 US$,226984.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2016,1000 US$,233472.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2017,1000 US$,259994.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2018,1000 US$,271525.0,Official figure,Europe
Spain,Import Value,Cheese from whole cow milk,2019,1000 US$,249265.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2010,1000 US$,12617.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2011,1000 US$,13621.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2012,1000 US$,8859.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2013,1000 US$,5232.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2014,1000 US$,5927.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2015,1000 US$,4675.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2016,1000 US$,3786.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2017,1000 US$,3051.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2018,1000 US$,4291.0,Official figure,Europe
Spain,Import Value,"Cream, fresh",2019,1000 US$,5091.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2010,1000 US$,37200.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2011,1000 US$,48400.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2012,1000 US$,44816.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2013,1000 US$,43921.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2014,1000 US$,57514.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2015,1000 US$,36639.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2016,1000 US$,23349.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2017,1000 US$,26121.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2018,1000 US$,27717.0,Official figure,Europe
Spain,Import Value,Skim milk and whey powder,2019,1000 US$,28939.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2010,1000 US$,17111.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2011,1000 US$,23492.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2012,1000 US$,17009.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2013,1000 US$,28131.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2014,1000 US$,32513.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2015,1000 US$,16726.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2016,1000 US$,11917.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2017,1000 US$,17677.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2018,1000 US$,18473.0,Official figure,Europe
Spain,Import Value,Whole milk powder,2019,1000 US$,12479.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2010,1000 US$,1094.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2011,1000 US$,2920.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2012,1000 US$,4444.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2013,1000 US$,3479.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2014,1000 US$,3533.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2015,1000 US$,2276.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2016,1000 US$,2792.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2017,1000 US$,2629.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2018,1000 US$,846.0,Official figure,Europe
Spain,Import Value,"Whole milk, condensed",2019,1000 US$,67.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2010,1000 US$,11203.0,Official figure,Europe
Spain,Import Value,"Whole milk, evaporated",2011,1000 US$,13741.0,Official figure,Europe
